sentence,label,target_position,target_word,pos_tag,gloss,eg_sent,bis_def_collins,exps_collins,bis_def_longman,exps_longman,bis_def_oxford_advanced,exps_oxford_advanced
The White House sits on Pennsylvania Avenue .,1,3,sit,VERB,Adopt or be in a position in which one's weight is supported by one's buttocks rather than one's feet and one's back is upright.,I sat next to him at dinner,"If you are sitting somewhere, for example in a chair, your bottom is resting on the chair and the upper part of your body is upright.  [Also VERB]","['Mother was sitting in her chair in the kitchen.', 'They sat there in shock and disbelief.', 'They had been sitting watching television.', 'He was unable to sit still for longer than a few minutes.']"," to be on a chair or seat, or on the ground, with the top half of your body upright and your weight resting on your buttocks","['I sat on the shore and looked at the sea.', 'She was sitting in a chair by the fire.', 'She’s the girl who sits next to me at school.', 'In the driving seat sat a man of average height.', 'Jean sat at the table writing a letter.', 'They sat sipping their drinks.', 'We used to sit and listen to her for hours.']","to rest your weight on your bottom with your back vertical, for example on/in a chair","['She sat and stared at the letter in front of her.', 'May I sit here?', 'Just sit still!', 'He went and sat beside her.', 'She was sitting at her desk.', 'She always sits in that chair.', 'It’s too cold to sit outside.', 'We sat talking for hours.']"
She smashed her car against the guard rail .,0,1,smash,VERB,Violently break (something) into pieces.,the thief smashed a window to get into the car,"V-ERG  ; If you smash something or if it smashes, it breaks into many pieces, for example when it is hit or dropped. ; ","['Someone smashed a bottle.', 'A crowd of youths started smashing windows.', 'Two or three glasses fell off and smashed into pieces.']"," to break into pieces violently or noisily, or to make something do this by dropping, throwing, or hitting it","['Vandals had smashed all the windows.', 'Firemen had to smash the lock to get in.', 'Several cups fell to the floor and smashed to pieces.']","to break something, or to be broken, violently and noisily into many pieces","['Several windows had been smashed.', 'He smashed the radio to pieces.', 'The glass bowl smashed into a thousand pieces.']"
The motorcycle smashed into the guard rail .,0,2,smash,VERB,Violently break (something) into pieces.,the thief smashed a window to get into the car,"V-ERG  ; If you smash something or if it smashes, it breaks into many pieces, for example when it is hit or dropped. ; ","['Someone smashed a bottle.', 'A crowd of youths started smashing windows.', 'Two or three glasses fell off and smashed into pieces.']"," to break into pieces violently or noisily, or to make something do this by dropping, throwing, or hitting it","['Vandals had smashed all the windows.', 'Firemen had to smash the lock to get in.', 'Several cups fell to the floor and smashed to pieces.']","to break something, or to be broken, violently and noisily into many pieces","['Several windows had been smashed.', 'He smashed the radio to pieces.', 'The glass bowl smashed into a thousand pieces.']"
The police smashed the drug ring after they were tipped off .,1,2,smash,VERB,Violently break (something) into pieces.,the thief smashed a window to get into the car,"V-ERG  ; If you smash something or if it smashes, it breaks into many pieces, for example when it is hit or dropped. ; ","['Someone smashed a bottle.', 'A crowd of youths started smashing windows.', 'Two or three glasses fell off and smashed into pieces.']"," to break into pieces violently or noisily, or to make something do this by dropping, throwing, or hitting it","['Vandals had smashed all the windows.', 'Firemen had to smash the lock to get in.', 'Several cups fell to the floor and smashed to pieces.']","to break something, or to be broken, violently and noisily into many pieces","['Several windows had been smashed.', 'He smashed the radio to pieces.', 'The glass bowl smashed into a thousand pieces.']"
smother the meat in gravy .,0,0,smother,VERB,Kill (someone) by covering their nose and mouth so that they suffocate.,I dreamt a stranger was trying to kill me by smothering me with a pillow,"VERB  () If you smother a fire, you cover it with something in order to put it out. () ","[""The girl's parents were also burned as they tried to smother the flames.""]","to completely cover the whole surface of something with something else, often in a way that seems unnecessary or unpleasant",['noodles smothered in garlic sauce'],to kill somebody by covering their face so that they cannot breathe ,"['He smothered the baby with a pillow.', 'to be smothered to death']"
the butter cream smothered the cake .,1,3,smother,VERB,Kill (someone) by covering their nose and mouth so that they suffocate.,I dreamt a stranger was trying to kill me by smothering me with a pillow,"VERB  () If you smother a fire, you cover it with something in order to put it out. () ","[""The girl's parents were also burned as they tried to smother the flames.""]","to completely cover the whole surface of something with something else, often in a way that seems unnecessary or unpleasant",['noodles smothered in garlic sauce'],to kill somebody by covering their face so that they cannot breathe ,"['He smothered the baby with a pillow.', 'to be smothered to death']"
she snorted her disapproval of the proposed bridegroom .,1,1,snort,VERB,"Make a sudden explosive sound through one's nose, especially to express indignation or derision.",she snorted with laughter,"VERB  );() When people or animals snort, they breathe air noisily out through their noses. People sometimes snort in order to express disapproval or amusement. );() ","['Harrell snorted with laughter.', 'He snorted loudly and shook his head.']"," to breathe air in a noisy way out through your nose, especially to show that you are annoyed or amused","['‘Certainly not, ’ he snorted.', 'She snorted with laughter.', 'The horse snorted and stamped its hoof impatiently.']","to make a loud sound by breathing air out noisily through your nose, especially to show that you are angry or amused","['The horse snorted and tossed its head.', 'to snort with laughter', 'She snorted in disgust.', '‘You!’ he snorted contemptuously.']"
The critic snorted contemptuously .,1,2,snort,VERB,"Make a sudden explosive sound through one's nose, especially to express indignation or derision.",she snorted with laughter,"VERB  );() When people or animals snort, they breathe air noisily out through their noses. People sometimes snort in order to express disapproval or amusement. );() ","['Harrell snorted with laughter.', 'He snorted loudly and shook his head.']"," to breathe air in a noisy way out through your nose, especially to show that you are annoyed or amused","['‘Certainly not, ’ he snorted.', 'She snorted with laughter.', 'The horse snorted and stamped its hoof impatiently.']","to make a loud sound by breathing air out noisily through your nose, especially to show that you are angry or amused","['The horse snorted and tossed its head.', 'to snort with laughter', 'She snorted in disgust.', '‘You!’ he snorted contemptuously.']"
The addict was snorting cocaine almost every day .,0,3,snort,VERB,"Make a sudden explosive sound through one's nose, especially to express indignation or derision.",she snorted with laughter,"VERB  );() When people or animals snort, they breathe air noisily out through their noses. People sometimes snort in order to express disapproval or amusement. );() ","['Harrell snorted with laughter.', 'He snorted loudly and shook his head.']"," to breathe air in a noisy way out through your nose, especially to show that you are annoyed or amused","['‘Certainly not, ’ he snorted.', 'She snorted with laughter.', 'The horse snorted and stamped its hoof impatiently.']","to make a loud sound by breathing air out noisily through your nose, especially to show that you are angry or amused","['The horse snorted and tossed its head.', 'to snort with laughter', 'She snorted in disgust.', '‘You!’ he snorted contemptuously.']"
She sowed sunflower seeds .,0,1,sow,VERB,Plant (seed) by scattering it on or in the earth.,fill a pot with compost and sow a thin layer of seeds on top,"VERB  ();…() If you sow seeds or sow an area of land with seeds, you plant the seeds in the ground. ();…() ","['Sow the seed in a warm place in February/March.', 'Yesterday the field opposite was sown with maize.']", to plant or scatter seeds on a piece of ground,['These fields used to be sown with oats.'],to plant or spread seeds in or on the ground,"['Sow the seeds in rows.', 'Sow the seeds quite thinly.', 'Water well after sowing.', 'Sow rows of lettuces between other vegetables.', 'The fields around had been sown with wheat.', 'We’ve sown that field with wheat.']"
sow suspicion or beliefs .,1,0,sow,VERB,Plant (seed) by scattering it on or in the earth.,fill a pot with compost and sow a thin layer of seeds on top,"VERB  ();…() If you sow seeds or sow an area of land with seeds, you plant the seeds in the ground. ();…() ","['Sow the seed in a warm place in February/March.', 'Yesterday the field opposite was sown with maize.']", to plant or scatter seeds on a piece of ground,['These fields used to be sown with oats.'],to plant or spread seeds in or on the ground,"['Sow the seeds in rows.', 'Sow the seeds quite thinly.', 'Water well after sowing.', 'Sow rows of lettuces between other vegetables.', 'The fields around had been sown with wheat.', 'We’ve sown that field with wheat.']"
sow the ground with sunflower seeds .,0,0,sow,VERB,Plant (seed) by scattering it on or in the earth.,fill a pot with compost and sow a thin layer of seeds on top,"VERB  ();…() If you sow seeds or sow an area of land with seeds, you plant the seeds in the ground. ();…() ","['Sow the seed in a warm place in February/March.', 'Yesterday the field opposite was sown with maize.']", to plant or scatter seeds on a piece of ground,['These fields used to be sown with oats.'],to plant or spread seeds in or on the ground,"['Sow the seeds in rows.', 'Sow the seeds quite thinly.', 'Water well after sowing.', 'Sow rows of lettuces between other vegetables.', 'The fields around had been sown with wheat.', 'We’ve sown that field with wheat.']"
How do you spell this word ?,0,3,spell,VERB,Write or name the letters that form (a word) in correct sequence.,Dolly spelled her name,"VERB  ; When you spell a word, you write or speak each letter in the word in the correct order. ; ","['He gave his name and then helpfully spelt it.', ""How do you spell 'potato'?."", ""'Tang' is 'Gnat' spelt backwards."", ""If I don't know a word, I ask them to spell it out for me."", 'I never have to spell out my first name.']", to form a word by writing or naming the letters in order,"['How do you spell ‘juice’?', 'Pupils should know how to spell commonly used words.', 'You’ve spelled my name wrong.']",to say or write the letters of a word in the correct order,"['How do you spell your surname?', ""I thought her name was Catherine, but it's Kathryn spelt with a ‘K’.""]"
I 'm afraid this spells trouble !,1,4,spell,VERB,Write or name the letters that form (a word) in correct sequence.,Dolly spelled her name,"VERB  ; When you spell a word, you write or speak each letter in the word in the correct order. ; ","['He gave his name and then helpfully spelt it.', ""How do you spell 'potato'?."", ""'Tang' is 'Gnat' spelt backwards."", ""If I don't know a word, I ask them to spell it out for me."", 'I never have to spell out my first name.']", to form a word by writing or naming the letters in order,"['How do you spell ‘juice’?', 'Pupils should know how to spell commonly used words.', 'You’ve spelled my name wrong.']",to say or write the letters of a word in the correct order,"['How do you spell your surname?', ""I thought her name was Catherine, but it's Kathryn spelt with a ‘K’.""]"
She spelled her husband at the wheel .,1,1,spell,VERB,Write or name the letters that form (a word) in correct sequence.,Dolly spelled her name,"VERB  ; When you spell a word, you write or speak each letter in the word in the correct order. ; ","['He gave his name and then helpfully spelt it.', ""How do you spell 'potato'?."", ""'Tang' is 'Gnat' spelt backwards."", ""If I don't know a word, I ask them to spell it out for me."", 'I never have to spell out my first name.']", to form a word by writing or naming the letters in order,"['How do you spell ‘juice’?', 'Pupils should know how to spell commonly used words.', 'You’ve spelled my name wrong.']",to say or write the letters of a word in the correct order,"['How do you spell your surname?', ""I thought her name was Catherine, but it's Kathryn spelt with a ‘K’.""]"
the workers spell every four hours .,1,2,spell,VERB,Write or name the letters that form (a word) in correct sequence.,Dolly spelled her name,"VERB  ; When you spell a word, you write or speak each letter in the word in the correct order. ; ","['He gave his name and then helpfully spelt it.', ""How do you spell 'potato'?."", ""'Tang' is 'Gnat' spelt backwards."", ""If I don't know a word, I ask them to spell it out for me."", 'I never have to spell out my first name.']", to form a word by writing or naming the letters in order,"['How do you spell ‘juice’?', 'Pupils should know how to spell commonly used words.', 'You’ve spelled my name wrong.']",to say or write the letters of a word in the correct order,"['How do you spell your surname?', ""I thought her name was Catherine, but it's Kathryn spelt with a ‘K’.""]"
She splashed the water around her .,0,1,splash,VERB,Cause (liquid) to strike or fall on something in irregular drops.,she splashed cold water on to her face,"If you splash about or splash around in water, you hit or disturb the water in a noisy way, causing some of it to fly up into the air.","['A lot of people were in the water, swimming or simply splashing about.', 'She could hear the voices of her friends as they splashed in a nearby rock pool.', 'The gliders and their pilots splashed into the lake and had to be fished out.']"," if a liquid splashes, it hits or falls on something and makes a noise",['The ocean splashed against the pier.'],to fall noisily onto a surface,"['Water splashed onto the floor.', 'Rain splashed against the windows.', 'Big tears ran down her cheeks and splashed onto the paper.']"
She splashed the water around her .,0,1,splash,VERB,Cause (liquid) to strike or fall on something in irregular drops.,she splashed cold water on to her face,"If you splash about or splash around in water, you hit or disturb the water in a noisy way, causing some of it to fly up into the air.","['A lot of people were in the water, swimming or simply splashing about.', 'She could hear the voices of her friends as they splashed in a nearby rock pool.', 'The gliders and their pilots splashed into the lake and had to be fished out.']"," if a liquid splashes, it hits or falls on something and makes a noise",['The ocean splashed against the pier.'],to fall noisily onto a surface,"['Water splashed onto the floor.', 'Rain splashed against the windows.', 'Big tears ran down her cheeks and splashed onto the paper.']"
The mountain was splashed with snow .,1,3,splash,VERB,Cause (liquid) to strike or fall on something in irregular drops.,she splashed cold water on to her face,"If you splash about or splash around in water, you hit or disturb the water in a noisy way, causing some of it to fly up into the air.","['A lot of people were in the water, swimming or simply splashing about.', 'She could hear the voices of her friends as they splashed in a nearby rock pool.', 'The gliders and their pilots splashed into the lake and had to be fished out.']"," if a liquid splashes, it hits or falls on something and makes a noise",['The ocean splashed against the pier.'],to fall noisily onto a surface,"['Water splashed onto the floor.', 'Rain splashed against the windows.', 'Big tears ran down her cheeks and splashed onto the paper.']"
The wine spotted the tablecloth .,0,2,spot,VERB,"See, notice, or recognize (someone or something) that is difficult to detect or that one is searching for.",Andrew spotted the advert in the paper,"VERB  ;; If you spot something or someone, you notice them. ;; ","['Vicenzo failed to spot the error.', 'He left the party seconds before smoke was spotted coming up the stairs.']","to notice someone or something, especially when they are difficult to see or recognize","['I spotted a police car behind us.', 'It can be hard for even a trained doctor to spot the symptoms of lung cancer.', 'Meg spotted someone coming out of the building.', 'Drug addicts are fairly easy to spot.', 'One of the station staff spotted that I was in difficulty, and came to help.']","to see or notice a person or thing, especially suddenly or when it is not easy to do so","['I finally spotted my friend in the crowd.', ""I've just spotted a mistake on the front cover."", 'Can you spot the difference between these two pictures?', 'Her modelling career began when she was spotted at the age of 14.', 'Spotting the disease early can save lives.', 'Neighbours spotted smoke coming out of the house.', 'No one spotted that the gun was a fake.', 'I soon spotted what the mistake was.']"
This dress spots quickly .,0,2,spot,VERB,"See, notice, or recognize (someone or something) that is difficult to detect or that one is searching for.",Andrew spotted the advert in the paper,"VERB  ;; If you spot something or someone, you notice them. ;; ","['Vicenzo failed to spot the error.', 'He left the party seconds before smoke was spotted coming up the stairs.']","to notice someone or something, especially when they are difficult to see or recognize","['I spotted a police car behind us.', 'It can be hard for even a trained doctor to spot the symptoms of lung cancer.', 'Meg spotted someone coming out of the building.', 'Drug addicts are fairly easy to spot.', 'One of the station staff spotted that I was in difficulty, and came to help.']","to see or notice a person or thing, especially suddenly or when it is not easy to do so","['I finally spotted my friend in the crowd.', ""I've just spotted a mistake on the front cover."", 'Can you spot the difference between these two pictures?', 'Her modelling career began when she was spotted at the age of 14.', 'Spotting the disease early can save lives.', 'Neighbours spotted smoke coming out of the house.', 'No one spotted that the gun was a fake.', 'I soon spotted what the mistake was.']"
spot the areas that one should clearly identify .,0,0,spot,VERB,"See, notice, or recognize (someone or something) that is difficult to detect or that one is searching for.",Andrew spotted the advert in the paper,"VERB  ;; If you spot something or someone, you notice them. ;; ","['Vicenzo failed to spot the error.', 'He left the party seconds before smoke was spotted coming up the stairs.']","to notice someone or something, especially when they are difficult to see or recognize","['I spotted a police car behind us.', 'It can be hard for even a trained doctor to spot the symptoms of lung cancer.', 'Meg spotted someone coming out of the building.', 'Drug addicts are fairly easy to spot.', 'One of the station staff spotted that I was in difficulty, and came to help.']","to see or notice a person or thing, especially suddenly or when it is not easy to do so","['I finally spotted my friend in the crowd.', ""I've just spotted a mistake on the front cover."", 'Can you spot the difference between these two pictures?', 'Her modelling career began when she was spotted at the age of 14.', 'Spotting the disease early can save lives.', 'Neighbours spotted smoke coming out of the house.', 'No one spotted that the gun was a fake.', 'I soon spotted what the mistake was.']"
Water sprayed all over the floor .,0,1,spray,VERB,Apply (liquid) to someone or something in the form of tiny drops.,the product can be sprayed on to wet or dry hair,"V-ERG  , If you spray a liquid somewhere or if it sprays somewhere, drops of the liquid cover a place or shower someone. , ","['A sprayer hooked to a tractor can spray five gallons onto ten acres.', 'Two inmates hurled slates at prison officers spraying them with a hose.', 'Drops of blood sprayed across the room.']", to force liquid out of a container so that it comes out in a stream of very small drops and covers an area,"['She sprayed herself with perfume.', 'Someone had sprayed blue paint over his car.', 'Vandals had sprayed graffiti on the walls.', 'The fruit is sprayed every four weeks.']",to cover somebody/something with very small drops of a liquid that are forced out of a container or sent through the air,"['Spray the conditioner onto your wet hair.', 'Champagne sprayed everywhere.', 'The crops are regularly sprayed with pesticide.', ""She's had the car sprayed blue.""]"
spray water on someone .,0,0,spray,VERB,Apply (liquid) to someone or something in the form of tiny drops.,the product can be sprayed on to wet or dry hair,"V-ERG  , If you spray a liquid somewhere or if it sprays somewhere, drops of the liquid cover a place or shower someone. , ","['A sprayer hooked to a tractor can spray five gallons onto ten acres.', 'Two inmates hurled slates at prison officers spraying them with a hose.', 'Drops of blood sprayed across the room.']", to force liquid out of a container so that it comes out in a stream of very small drops and covers an area,"['She sprayed herself with perfume.', 'Someone had sprayed blue paint over his car.', 'Vandals had sprayed graffiti on the walls.', 'The fruit is sprayed every four weeks.']",to cover somebody/something with very small drops of a liquid that are forced out of a container or sent through the air,"['Spray the conditioner onto your wet hair.', 'Champagne sprayed everywhere.', 'The crops are regularly sprayed with pesticide.', ""She's had the car sprayed blue.""]"
spray the wall with paint .,0,0,spray,VERB,Apply (liquid) to someone or something in the form of tiny drops.,the product can be sprayed on to wet or dry hair,"V-ERG  , If you spray a liquid somewhere or if it sprays somewhere, drops of the liquid cover a place or shower someone. , ","['A sprayer hooked to a tractor can spray five gallons onto ten acres.', 'Two inmates hurled slates at prison officers spraying them with a hose.', 'Drops of blood sprayed across the room.']", to force liquid out of a container so that it comes out in a stream of very small drops and covers an area,"['She sprayed herself with perfume.', 'Someone had sprayed blue paint over his car.', 'Vandals had sprayed graffiti on the walls.', 'The fruit is sprayed every four weeks.']",to cover somebody/something with very small drops of a liquid that are forced out of a container or sent through the air,"['Spray the conditioner onto your wet hair.', 'Champagne sprayed everywhere.', 'The crops are regularly sprayed with pesticide.', ""She's had the car sprayed blue.""]"
The invaders spread their language all over the country .,1,2,spread,VERB,"Open out (something) so as to extend its surface area, width, or length.",I spread a towel on the sand and sat down,"VERB  ; If you spread something somewhere, you open it out or arrange it over a place or surface, so that all of it can be seen or used easily. ; ","['She spread a towel on the sand and lay on it.', 'His coat was spread over the bed.', 'He extracted several glossy prints and spread them out on a low coffee table.', 'In his room, Tom was spreading out a map of Scandinavia on the bed.']"," if something spreads or is spread, it becomes larger or moves so that it affects more people or a larger area","['Fire quickly spread through the building.', 'He watched the dark stain spread over the gray carpet.', 'The disease spread rapidly amongst the poor.', 'The cancer had spread to her liver.', 'Revolution quickly spread from France to Italy.']",to open something that has been folded so that it covers a larger area than before,"['to spread a cloth on a table', 'Sue spread the map out on the floor.', 'The bird spread its wings.']"
spread cheese on a piece of bread .,0,0,spread,VERB,"Open out (something) so as to extend its surface area, width, or length.",I spread a towel on the sand and sat down,"VERB  ; If you spread something somewhere, you open it out or arrange it over a place or surface, so that all of it can be seen or used easily. ; ","['She spread a towel on the sand and lay on it.', 'His coat was spread over the bed.', 'He extracted several glossy prints and spread them out on a low coffee table.', 'In his room, Tom was spreading out a map of Scandinavia on the bed.']"," if something spreads or is spread, it becomes larger or moves so that it affects more people or a larger area","['Fire quickly spread through the building.', 'He watched the dark stain spread over the gray carpet.', 'The disease spread rapidly amongst the poor.', 'The cancer had spread to her liver.', 'Revolution quickly spread from France to Italy.']",to open something that has been folded so that it covers a larger area than before,"['to spread a cloth on a table', 'Sue spread the map out on the floor.', 'The bird spread its wings.']"
the infection spread .,0,2,spread,VERB,"Open out (something) so as to extend its surface area, width, or length.",I spread a towel on the sand and sat down,"VERB  ; If you spread something somewhere, you open it out or arrange it over a place or surface, so that all of it can be seen or used easily. ; ","['She spread a towel on the sand and lay on it.', 'His coat was spread over the bed.', 'He extracted several glossy prints and spread them out on a low coffee table.', 'In his room, Tom was spreading out a map of Scandinavia on the bed.']"," if something spreads or is spread, it becomes larger or moves so that it affects more people or a larger area","['Fire quickly spread through the building.', 'He watched the dark stain spread over the gray carpet.', 'The disease spread rapidly amongst the poor.', 'The cancer had spread to her liver.', 'Revolution quickly spread from France to Italy.']",to open something that has been folded so that it covers a larger area than before,"['to spread a cloth on a table', 'Sue spread the map out on the floor.', 'The bird spread its wings.']"
A big oil spot spread across the water .,0,4,spread,VERB,"Open out (something) so as to extend its surface area, width, or length.",I spread a towel on the sand and sat down,"VERB  ; If you spread something somewhere, you open it out or arrange it over a place or surface, so that all of it can be seen or used easily. ; ","['She spread a towel on the sand and lay on it.', 'His coat was spread over the bed.', 'He extracted several glossy prints and spread them out on a low coffee table.', 'In his room, Tom was spreading out a map of Scandinavia on the bed.']"," if something spreads or is spread, it becomes larger or moves so that it affects more people or a larger area","['Fire quickly spread through the building.', 'He watched the dark stain spread over the gray carpet.', 'The disease spread rapidly amongst the poor.', 'The cancer had spread to her liver.', 'Revolution quickly spread from France to Italy.']",to open something that has been folded so that it covers a larger area than before,"['to spread a cloth on a table', 'Sue spread the map out on the floor.', 'The bird spread its wings.']"
square the wood with a file .,0,0,square,VERB,Directly; straight.,the ball hit me square in the forehead,"VERB  ;() To square a number means to multiply it by itself. For example, 3 squared is 3 x 3, or 9. 3 squared is usually written as 32. ;() ","['Take the time in seconds, square it, and multiply by 5.12.', 'A squared plus B squared equals C squared.']", to multiply a number by itself,[],to make something have straight edges and corners,"['It was like trying to square a circle. That is, it was impossible.', 'The boat is rounded at the front but squared off at the back.']"
He squared his shoulders .,1,1,square,VERB,Directly; straight.,the ball hit me square in the forehead,"VERB  ;() To square a number means to multiply it by itself. For example, 3 squared is 3 x 3, or 9. 3 squared is usually written as 32. ;() ","['Take the time in seconds, square it, and multiply by 5.12.', 'A squared plus B squared equals C squared.']", to multiply a number by itself,[],to make something have straight edges and corners,"['It was like trying to square a circle. That is, it was impossible.', 'The boat is rounded at the front but squared off at the back.']"
one idea squares with the other one .,1,2,square,VERB,Directly; straight.,the ball hit me square in the forehead,"VERB  ;() To square a number means to multiply it by itself. For example, 3 squared is 3 x 3, or 9. 3 squared is usually written as 32. ;() ","['Take the time in seconds, square it, and multiply by 5.12.', 'A squared plus B squared equals C squared.']", to multiply a number by itself,[],to make something have straight edges and corners,"['It was like trying to square a circle. That is, it was impossible.', 'The boat is rounded at the front but squared off at the back.']"
The drunken man staggered into the room .,0,3,stagger,VERB,"Walk or move unsteadily, as if about to fall.","he staggered to his feet , swaying a little","VERB  ; If you stagger, you walk very unsteadily, for example because you are ill or drunk. ; ","['He lost his balance, staggered back against the rail and toppled over.', 'He was staggering and had to lean on the bar.']"," to walk or move unsteadily, almost falling over","['He managed to stagger home.', 'She staggered back a step.', 'The old man staggered drunkenly to his feet.']","to walk with weak unsteady steps, as if you are about to fall ","['The injured woman staggered to her feet.', 'He staggered home, drunk.', 'We seem to stagger from one crisis to the next.', 'The company is staggering under the weight of a £10m debt.', 'I managed to stagger the last few steps.']"
The architect decided to stagger the chairs in the lecture hall .,0,4,stagger,VERB,"Walk or move unsteadily, as if about to fall.","he staggered to his feet , swaying a little","VERB  ; If you stagger, you walk very unsteadily, for example because you are ill or drunk. ; ","['He lost his balance, staggered back against the rail and toppled over.', 'He was staggering and had to lean on the bar.']"," to walk or move unsteadily, almost falling over","['He managed to stagger home.', 'She staggered back a step.', 'The old man staggered drunkenly to his feet.']","to walk with weak unsteady steps, as if you are about to fall ","['The injured woman staggered to her feet.', 'He staggered home, drunk.', 'We seem to stagger from one crisis to the next.', 'The company is staggering under the weight of a £10m debt.', 'I managed to stagger the last few steps.']"
She was staggered with bills after she tried to rebuild her house following the earthquake .,1,2,stagger,VERB,"Walk or move unsteadily, as if about to fall.","he staggered to his feet , swaying a little","VERB  ; If you stagger, you walk very unsteadily, for example because you are ill or drunk. ; ","['He lost his balance, staggered back against the rail and toppled over.', 'He was staggering and had to lean on the bar.']"," to walk or move unsteadily, almost falling over","['He managed to stagger home.', 'She staggered back a step.', 'The old man staggered drunkenly to his feet.']","to walk with weak unsteady steps, as if you are about to fall ","['The injured woman staggered to her feet.', 'He staggered home, drunk.', 'We seem to stagger from one crisis to the next.', 'The company is staggering under the weight of a £10m debt.', 'I managed to stagger the last few steps.']"
Industry will stagnate if we do not stimulate our economy .,1,2,stagnate,VERB,(of water or air) cease to flow or move; become stagnant.,"Pointed out was the fact that due to the closure of these sluice gates there was no flow of water , resulting in water stagnating in the khazan lands .","VERB  ;; If something such as a business or society stagnates, it stops changing or progressing. ;; [disapproval] ","['Industrial production is stagnating.', 'His career had stagnated.']",to stop developing or making progress,"['Growth is expected to stagnate next year.', 'His career had stagnated.', 'The construction industry is stagnating and there has been a steep fall in new orders.', 'a stagnating economy']",to stop developing or making progress,"['Profits have stagnated.', ""I feel I'm stagnating in this job."", 'Businesses must adapt to change or stagnate.']"
There are marshes that stagnate the waters .,0,4,stagnate,VERB,(of water or air) cease to flow or move; become stagnant.,"Pointed out was the fact that due to the closure of these sluice gates there was no flow of water , resulting in water stagnating in the khazan lands .","VERB  ;; If something such as a business or society stagnates, it stops changing or progressing. ;; [disapproval] ","['Industrial production is stagnating.', 'His career had stagnated.']",to stop developing or making progress,"['Growth is expected to stagnate next year.', 'His career had stagnated.', 'The construction industry is stagnating and there has been a steep fall in new orders.', 'a stagnating economy']",to stop developing or making progress,"['Profits have stagnated.', ""I feel I'm stagnating in this job."", 'Businesses must adapt to change or stagnate.']"
blood stagnates in the capillaries .,0,1,stagnate,VERB,(of water or air) cease to flow or move; become stagnant.,"Pointed out was the fact that due to the closure of these sluice gates there was no flow of water , resulting in water stagnating in the khazan lands .","VERB  ;; If something such as a business or society stagnates, it stops changing or progressing. ;; [disapproval] ","['Industrial production is stagnating.', 'His career had stagnated.']",to stop developing or making progress,"['Growth is expected to stagnate next year.', 'His career had stagnated.', 'The construction industry is stagnating and there has been a steep fall in new orders.', 'a stagnating economy']",to stop developing or making progress,"['Profits have stagnated.', ""I feel I'm stagnating in this job."", 'Businesses must adapt to change or stagnate.']"
a man whose name is permanently stamped on our maps .,1,6,stamp,VERB,Bring down (one's foot) heavily on the ground or on something on the ground.,he stamped his foot in frustration,"VERB  ();() If you stamp a mark or word on an object, you press the mark or word onto the object using a stamp or other device. ();() ","['Car manufacturers stamp a vehicle identification number at several places on new cars to help track down stolen vehicles.', ""In a department store when a gift voucher is exchanged it's stamped with the details of the store to cancel it."", ""'Eat before JULY 14' was stamped on the label.""]", to put your foot down onto the ground loudly and with a lot of force,"['The audience stamped and shouted.', '‘I will not!’ Bert yelled and stamped his foot.', 'She stood at the bus stop stamping her feet.', 'Marta shrieked and started stamping on the cockroach.']",to put your foot down heavily and noisily on the ground,"['I tried stamping my feet to keep warm.', 'Sam stamped his foot in anger.', 'He stamped the snow off his boots.', 'The audience were stamping and cheering.']"
Are the letters properly stamped ?,0,4,stamp,VERB,Bring down (one's foot) heavily on the ground or on something on the ground.,he stamped his foot in frustration,"VERB  ();() If you stamp a mark or word on an object, you press the mark or word onto the object using a stamp or other device. ();() ","['Car manufacturers stamp a vehicle identification number at several places on new cars to help track down stolen vehicles.', ""In a department store when a gift voucher is exchanged it's stamped with the details of the store to cancel it."", ""'Eat before JULY 14' was stamped on the label.""]", to put your foot down onto the ground loudly and with a lot of force,"['The audience stamped and shouted.', '‘I will not!’ Bert yelled and stamped his foot.', 'She stood at the bus stop stamping her feet.', 'Marta shrieked and started stamping on the cockroach.']",to put your foot down heavily and noisily on the ground,"['I tried stamping my feet to keep warm.', 'Sam stamped his foot in anger.', 'He stamped the snow off his boots.', 'The audience were stamping and cheering.']"
Thunderbolts can stampede animals .,0,2,stampede,VERB,"(of horses, cattle, or other animals) rush wildly in a sudden mass panic.",the nearby sheep stampeded as if they sensed impending danger,"V-ERG  [usually singular] );() If a group of animals or people stampede or if something stampedes them, they run in a wild, uncontrolled way. );() ","['The crowd stampeded and many were crushed or trampled underfoot.', 'Countryside robbers are learning the ways of the wild west by stampeding cattle to distract farmers before raiding their homes.', '...a herd of stampeding cattle.']"," if a group of large animals or people stampede, they suddenly start running together in the same direction because they are frightened or excited","['a herd of stampeding buffalo', 'Children came stampeding out of the school doors.']",to run in a stampede; to make animals do this,"['a herd of stampeding elephants', 'A huge bunch of kids came stampeding down the corridor.', 'The cattle started to stampede, as if they could sense the danger.']"
